county,precinct,office,district,party,candidate,votes,absentee,early_votes,election_day
Orange,7177,Governor,,DEM,GAVIN NEWSOM,6,5,0,1
Orange,7180,Governor,,REP,JOHN H. COX,180,106,1,73
Orange,7180,Governor,,DEM,GAVIN NEWSOM,153,99,4,50
Orange,7181,Governor,,REP,JOHN H. COX,15,12,0,3
Orange,7181,Governor,,DEM,GAVIN NEWSOM,24,24,0,0
Orange,7182,Governor,,REP,JOHN H. COX,681,449,12,220
Orange,7182,Governor,,DEM,GAVIN NEWSOM,705,459,7,239
Orange,7183,Governor,,REP,JOHN H. COX,0,0,0,0
Orange,7183,Governor,,DEM,GAVIN NEWSOM,1,1,0,0
Orange,7184,Governor,,REP,JOHN H. COX,184,98,3,83
Orange,7184,Governor,,DEM,GAVIN NEWSOM,187,117,1,69
Orange,7185,Governor,,REP,JOHN H. COX,62,37,4,21
Orange,7185,Governor,,DEM,GAVIN NEWSOM,148,102,1,45
Orange,7186,Governor,,REP,JOHN H. COX,92,60,0,32
Orange,7186,Governor,,DEM,GAVIN NEWSOM,82,52,3,27
Orange,7187,Governor,,REP,JOHN H. COX,38,37,1,0
Orange,7187,Governor,,DEM,GAVIN NEWSOM,49,43,1,5
Orange,7701,Governor,,REP,JOHN H. COX,78,44,2,32
Orange,7701,Governor,,DEM,GAVIN NEWSOM,86,59,0,27
Orange,10316,Governor,,REP,JOHN H. COX,609,354,2,253
Orange,10316,Governor,,DEM,GAVIN NEWSOM,526,304,7,215
Orange,10317,Governor,,REP,JOHN H. COX,478,306,1,171
Orange,10317,Governor,,DEM,GAVIN NEWSOM,564,395,2,167
Orange,10319,Governor,,REP,JOHN H. COX,474,291,4,179
Orange,10319,Governor,,DEM,GAVIN NEWSOM,448,271,3,174
Orange,10320,Governor,,REP,JOHN H. COX,759,521,3,235
Orange,10320,Governor,,DEM,GAVIN NEWSOM,751,515,9,227
Orange,10325,Governor,,REP,JOHN H. COX,548,371,2,175
Orange,10325,Governor,,DEM,GAVIN NEWSOM,422,273,9,140
Orange,10333,Governor,,REP,JOHN H. COX,342,192,1,149
Orange,10333,Governor,,DEM,GAVIN NEWSOM,262,166,5,91
Orange,10337,Governor,,REP,JOHN H. COX,795,515,1,279
Orange,10337,Governor,,DEM,GAVIN NEWSOM,682,441,6,235
Orange,10338,Governor,,REP,JOHN H. COX,389,278,3,108
Orange,10338,Governor,,DEM,GAVIN NEWSOM,252,175,3,74
Orange,10339,Governor,,REP,JOHN H. COX,439,280,2,157
Orange,10339,Governor,,DEM,GAVIN NEWSOM,420,281,1,138
Orange,10340,Governor,,REP,JOHN H. COX,571,372,5,194
Orange,10340,Governor,,DEM,GAVIN NEWSOM,625,396,9,220
Orange,10342,Governor,,REP,JOHN H. COX,0,0,0,0
Orange,10342,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,10343,Governor,,REP,JOHN H. COX,0,0,0,0
Orange,10343,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,10361,Governor,,REP,JOHN H. COX,528,316,4,208
Orange,10361,Governor,,DEM,GAVIN NEWSOM,528,337,6,185
Orange,10362,Governor,,REP,JOHN H. COX,220,141,1,78
Orange,10362,Governor,,DEM,GAVIN NEWSOM,201,119,3,79
Orange,10364,Governor,,REP,JOHN H. COX,338,202,3,133
Orange,10364,Governor,,DEM,GAVIN NEWSOM,497,309,0,188
Orange,10374,Governor,,REP,JOHN H. COX,72,43,0,29
Orange,10374,Governor,,DEM,GAVIN NEWSOM,85,65,0,20
Orange,10379,Governor,,REP,JOHN H. COX,216,124,2,90
Orange,10379,Governor,,DEM,GAVIN NEWSOM,138,84,1,53
Orange,10380,Governor,,REP,JOHN H. COX,708,478,7,223
Orange,10380,Governor,,DEM,GAVIN NEWSOM,495,314,2,179
Orange,10383,Governor,,REP,JOHN H. COX,25,25,0,0
Orange,10383,Governor,,DEM,GAVIN NEWSOM,36,33,3,0
Orange,10388,Governor,,REP,JOHN H. COX,248,139,0,109
Orange,10388,Governor,,DEM,GAVIN NEWSOM,208,125,1,82
Orange,10701,Governor,,REP,JOHN H. COX,574,360,3,211
Orange,10701,Governor,,DEM,GAVIN NEWSOM,445,287,1,157
Orange,11041,Governor,,REP,JOHN H. COX,698,455,3,240
Orange,11041,Governor,,DEM,GAVIN NEWSOM,666,408,8,250
Orange,11043,Governor,,REP,JOHN H. COX,424,271,5,148
Orange,11043,Governor,,DEM,GAVIN NEWSOM,387,236,1,150
Orange,11075,Governor,,REP,JOHN H. COX,38,38,0,0
Orange,11075,Governor,,DEM,GAVIN NEWSOM,32,32,0,0
Orange,11351,Governor,,REP,JOHN H. COX,654,430,3,221
Orange,11351,Governor,,DEM,GAVIN NEWSOM,579,394,7,178
Orange,11354,Governor,,REP,JOHN H. COX,216,144,2,70
Orange,11354,Governor,,DEM,GAVIN NEWSOM,269,147,4,118
Orange,11355,Governor,,REP,JOHN H. COX,467,267,2,198
Orange,11355,Governor,,DEM,GAVIN NEWSOM,568,334,8,226
Orange,11357,Governor,,REP,JOHN H. COX,19,19,0,0
Orange,11357,Governor,,DEM,GAVIN NEWSOM,6,6,0,0
Orange,11360,Governor,,REP,JOHN H. COX,10,10,0,0
Orange,11360,Governor,,DEM,GAVIN NEWSOM,10,10,0,0
Orange,11362,Governor,,REP,JOHN H. COX,102,58,0,44
Orange,11362,Governor,,DEM,GAVIN NEWSOM,98,46,1,51
Orange,13030,Governor,,REP,JOHN H. COX,6,5,0,1
Orange,13030,Governor,,DEM,GAVIN NEWSOM,21,17,3,1
Orange,13031,Governor,,REP,JOHN H. COX,2,2,0,0
Orange,13031,Governor,,DEM,GAVIN NEWSOM,1,1,0,0
Orange,13032,Governor,,REP,JOHN H. COX,63,38,0,25
Orange,13032,Governor,,DEM,GAVIN NEWSOM,119,76,1,42
Orange,13033,Governor,,REP,JOHN H. COX,156,86,5,65
Orange,13033,Governor,,DEM,GAVIN NEWSOM,254,146,6,102
Orange,13035,Governor,,REP,JOHN H. COX,60,54,1,5
Orange,13035,Governor,,DEM,GAVIN NEWSOM,94,87,3,4
Orange,13036,Governor,,REP,JOHN H. COX,13,13,0,0
Orange,13036,Governor,,DEM,GAVIN NEWSOM,50,47,0,3
Orange,13038,Governor,,REP,JOHN H. COX,646,404,19,223
Orange,13038,Governor,,DEM,GAVIN NEWSOM,791,498,44,249
Orange,13041,Governor,,REP,JOHN H. COX,763,510,16,237
Orange,13041,Governor,,DEM,GAVIN NEWSOM,505,328,19,158
Orange,13042,Governor,,REP,JOHN H. COX,180,117,5,58
Orange,13042,Governor,,DEM,GAVIN NEWSOM,248,158,4,86
Orange,13043,Governor,,REP,JOHN H. COX,301,156,1,144
Orange,13043,Governor,,DEM,GAVIN NEWSOM,762,393,28,341
Orange,13044,Governor,,REP,JOHN H. COX,323,182,6,135
Orange,13044,Governor,,DEM,GAVIN NEWSOM,439,218,8,213
Orange,13047,Governor,,REP,JOHN H. COX,503,289,9,205
Orange,13047,Governor,,DEM,GAVIN NEWSOM,702,405,29,268
Orange,13057,Governor,,REP,JOHN H. COX,389,228,12,149
Orange,13057,Governor,,DEM,GAVIN NEWSOM,395,242,8,145
Orange,13061,Governor,,REP,JOHN H. COX,69,40,0,29
Orange,13061,Governor,,DEM,GAVIN NEWSOM,158,111,4,43
Orange,13062,Governor,,REP,JOHN H. COX,596,388,17,191
Orange,13062,Governor,,DEM,GAVIN NEWSOM,443,286,16,141
Orange,13063,Governor,,REP,JOHN H. COX,1104,716,15,373
Orange,13063,Governor,,DEM,GAVIN NEWSOM,649,403,25,221
Orange,13064,Governor,,REP,JOHN H. COX,24,23,0,1
Orange,13064,Governor,,DEM,GAVIN NEWSOM,58,50,3,5
Orange,13065,Governor,,REP,JOHN H. COX,406,263,6,137
Orange,13065,Governor,,DEM,GAVIN NEWSOM,759,422,32,305
Orange,13069,Governor,,REP,JOHN H. COX,217,111,5,101
Orange,13069,Governor,,DEM,GAVIN NEWSOM,496,281,21,194
Orange,13076,Governor,,REP,JOHN H. COX,164,96,7,61
Orange,13076,Governor,,DEM,GAVIN NEWSOM,225,140,4,81
Orange,13077,Governor,,REP,JOHN H. COX,497,301,9,187
Orange,13077,Governor,,DEM,GAVIN NEWSOM,375,218,7,150
Orange,13078,Governor,,REP,JOHN H. COX,217,129,9,79
Orange,13078,Governor,,DEM,GAVIN NEWSOM,361,214,8,139
Orange,13080,Governor,,REP,JOHN H. COX,591,361,13,217
Orange,13080,Governor,,DEM,GAVIN NEWSOM,624,391,18,215
Orange,13082,Governor,,REP,JOHN H. COX,1004,600,15,389
Orange,13082,Governor,,DEM,GAVIN NEWSOM,667,395,21,251
Orange,13086,Governor,,REP,JOHN H. COX,773,433,8,332
Orange,13086,Governor,,DEM,GAVIN NEWSOM,502,253,11,238
Orange,13096,Governor,,REP,JOHN H. COX,539,385,7,147
Orange,13096,Governor,,DEM,GAVIN NEWSOM,460,325,6,129
Orange,13098,Governor,,REP,JOHN H. COX,805,514,15,276
Orange,13098,Governor,,DEM,GAVIN NEWSOM,757,493,10,254
Orange,13100,Governor,,REP,JOHN H. COX,0,0,0,0
Orange,13100,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,13101,Governor,,REP,JOHN H. COX,19,14,0,5
Orange,13101,Governor,,DEM,GAVIN NEWSOM,54,47,5,2
Orange,13102,Governor,,REP,JOHN H. COX,140,70,9,61
Orange,13102,Governor,,DEM,GAVIN NEWSOM,185,118,4,63
Orange,13205,Governor,,REP,JOHN H. COX,347,188,6,153
Orange,13205,Governor,,DEM,GAVIN NEWSOM,285,156,9,120
Orange,13208,Governor,,REP,JOHN H. COX,393,225,6,162
Orange,13208,Governor,,DEM,GAVIN NEWSOM,332,182,12,138
Orange,13211,Governor,,REP,JOHN H. COX,439,258,10,171
Orange,13211,Governor,,DEM,GAVIN NEWSOM,438,244,11,183
Orange,13215,Governor,,REP,JOHN H. COX,49,43,2,4
Orange,13215,Governor,,DEM,GAVIN NEWSOM,66,56,3,7
Orange,13216,Governor,,REP,JOHN H. COX,64,63,0,1
Orange,13216,Governor,,DEM,GAVIN NEWSOM,47,47,0,0
Orange,13217,Governor,,REP,JOHN H. COX,751,475,21,255
Orange,13217,Governor,,DEM,GAVIN NEWSOM,492,309,13,170
Orange,13218,Governor,,REP,JOHN H. COX,89,61,3,25
Orange,13218,Governor,,DEM,GAVIN NEWSOM,113,61,2,50
Orange,13220,Governor,,REP,JOHN H. COX,756,446,16,294
Orange,13220,Governor,,DEM,GAVIN NEWSOM,876,529,30,317
Orange,13221,Governor,,REP,JOHN H. COX,174,112,5,57
Orange,13221,Governor,,DEM,GAVIN NEWSOM,167,115,9,43
Orange,13227,Governor,,REP,JOHN H. COX,727,434,21,272
Orange,13227,Governor,,DEM,GAVIN NEWSOM,690,467,31,192
Orange,13231,Governor,,REP,JOHN H. COX,166,111,3,52
Orange,13231,Governor,,DEM,GAVIN NEWSOM,176,118,5,53
Orange,13237,Governor,,REP,JOHN H. COX,396,232,7,157
Orange,13237,Governor,,DEM,GAVIN NEWSOM,547,301,10,236
Orange,13241,Governor,,REP,JOHN H. COX,528,306,7,215
Orange,13241,Governor,,DEM,GAVIN NEWSOM,703,412,8,283
Orange,13307,Governor,,REP,JOHN H. COX,131,87,2,42
Orange,13307,Governor,,DEM,GAVIN NEWSOM,77,41,1,35
Orange,13374,Governor,,REP,JOHN H. COX,1,1,0,0
Orange,13374,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,13375,Governor,,REP,JOHN H. COX,16,14,0,2
Orange,13375,Governor,,DEM,GAVIN NEWSOM,23,18,0,5
Orange,13376,Governor,,REP,JOHN H. COX,251,153,10,88
Orange,13376,Governor,,DEM,GAVIN NEWSOM,241,141,7,93
Orange,13377,Governor,,REP,JOHN H. COX,606,433,5,168
Orange,13377,Governor,,DEM,GAVIN NEWSOM,705,495,12,198
Orange,13379,Governor,,REP,JOHN H. COX,78,77,1,0
Orange,13379,Governor,,DEM,GAVIN NEWSOM,42,41,0,1
Orange,13380,Governor,,REP,JOHN H. COX,0,0,0,0
Orange,13380,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,13383,Governor,,REP,JOHN H. COX,666,461,6,199
Orange,13383,Governor,,DEM,GAVIN NEWSOM,475,333,11,131
Orange,13395,Governor,,REP,JOHN H. COX,236,147,1,88
Orange,13395,Governor,,DEM,GAVIN NEWSOM,251,140,4,107
Orange,13396,Governor,,REP,JOHN H. COX,337,175,7,155
Orange,13396,Governor,,DEM,GAVIN NEWSOM,676,385,5,286
Orange,13398,Governor,,REP,JOHN H. COX,369,189,9,171
Orange,13398,Governor,,DEM,GAVIN NEWSOM,467,238,9,220
Orange,13416,Governor,,REP,JOHN H. COX,117,59,0,58
Orange,13416,Governor,,DEM,GAVIN NEWSOM,108,56,0,52
Orange,13425,Governor,,REP,JOHN H. COX,225,135,1,89
Orange,13425,Governor,,DEM,GAVIN NEWSOM,623,323,3,297
Orange,13431,Governor,,REP,JOHN H. COX,381,212,9,160
Orange,13431,Governor,,DEM,GAVIN NEWSOM,941,531,20,390
Orange,13432,Governor,,REP,JOHN H. COX,284,180,8,96
Orange,13432,Governor,,DEM,GAVIN NEWSOM,612,379,28,205
Orange,13460,Governor,,REP,JOHN H. COX,194,139,4,51
Orange,13460,Governor,,DEM,GAVIN NEWSOM,96,68,0,28
Orange,13461,Governor,,REP,JOHN H. COX,157,83,5,69
Orange,13461,Governor,,DEM,GAVIN NEWSOM,256,146,6,104
Orange,13463,Governor,,REP,JOHN H. COX,454,312,2,140
Orange,13463,Governor,,DEM,GAVIN NEWSOM,246,180,6,60
Orange,13467,Governor,,REP,JOHN H. COX,0,0,0,0
Orange,13467,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,13701,Governor,,REP,JOHN H. COX,326,212,4,110
Orange,13701,Governor,,DEM,GAVIN NEWSOM,800,502,22,276
Orange,13702,Governor,,REP,JOHN H. COX,176,100,2,74
Orange,13702,Governor,,DEM,GAVIN NEWSOM,408,220,12,176
Orange,13703,Governor,,REP,JOHN H. COX,989,678,11,300
Orange,13703,Governor,,DEM,GAVIN NEWSOM,804,558,28,218
Orange,14002,Governor,,REP,JOHN H. COX,594,377,9,208
Orange,14002,Governor,,DEM,GAVIN NEWSOM,721,469,4,248
Orange,14005,Governor,,REP,JOHN H. COX,163,100,0,63
Orange,14005,Governor,,DEM,GAVIN NEWSOM,249,137,3,109
Orange,14013,Governor,,REP,JOHN H. COX,164,116,0,48
Orange,14013,Governor,,DEM,GAVIN NEWSOM,172,93,2,77
Orange,14014,Governor,,REP,JOHN H. COX,622,398,2,222
Orange,14014,Governor,,DEM,GAVIN NEWSOM,636,408,4,224
Orange,14020,Governor,,REP,JOHN H. COX,686,464,4,218
Orange,14020,Governor,,DEM,GAVIN NEWSOM,746,490,6,250
Orange,14026,Governor,,REP,JOHN H. COX,443,289,4,150
Orange,14026,Governor,,DEM,GAVIN NEWSOM,415,261,0,154
Orange,14027,Governor,,REP,JOHN H. COX,220,146,1,73
Orange,14027,Governor,,DEM,GAVIN NEWSOM,245,140,3,102
Orange,14031,Governor,,REP,JOHN H. COX,300,199,5,96
Orange,14031,Governor,,DEM,GAVIN NEWSOM,390,245,7,138
Orange,14033,Governor,,REP,JOHN H. COX,473,312,4,157
Orange,14033,Governor,,DEM,GAVIN NEWSOM,503,320,9,174
Orange,14035,Governor,,REP,JOHN H. COX,281,173,3,105
Orange,14035,Governor,,DEM,GAVIN NEWSOM,322,204,2,116
Orange,14036,Governor,,REP,JOHN H. COX,495,330,2,163
Orange,14036,Governor,,DEM,GAVIN NEWSOM,566,345,1,220
Orange,14037,Governor,,REP,JOHN H. COX,281,195,4,82
Orange,14037,Governor,,DEM,GAVIN NEWSOM,383,258,6,119
Orange,14046,Governor,,REP,JOHN H. COX,5,5,0,0
Orange,14046,Governor,,DEM,GAVIN NEWSOM,5,5,0,0
Orange,14047,Governor,,REP,JOHN H. COX,530,408,1,121
Orange,14047,Governor,,DEM,GAVIN NEWSOM,711,490,5,216
Orange,14053,Governor,,REP,JOHN H. COX,526,366,0,160
Orange,14053,Governor,,DEM,GAVIN NEWSOM,642,442,14,186
Orange,14058,Governor,,REP,JOHN H. COX,299,228,1,70
Orange,14058,Governor,,DEM,GAVIN NEWSOM,357,215,4,138
Orange,14059,Governor,,REP,JOHN H. COX,262,216,0,46
Orange,14059,Governor,,DEM,GAVIN NEWSOM,269,167,1,101
Orange,14069,Governor,,REP,JOHN H. COX,336,248,2,86
Orange,14069,Governor,,DEM,GAVIN NEWSOM,335,221,7,107
Orange,14071,Governor,,REP,JOHN H. COX,474,329,2,143
Orange,14071,Governor,,DEM,GAVIN NEWSOM,599,384,6,209
Orange,14075,Governor,,REP,JOHN H. COX,630,349,0,281
Orange,14075,Governor,,DEM,GAVIN NEWSOM,396,233,2,161
Orange,14078,Governor,,REP,JOHN H. COX,450,237,5,208
Orange,14078,Governor,,DEM,GAVIN NEWSOM,303,167,1,135
Orange,14080,Governor,,REP,JOHN H. COX,308,151,1,156
Orange,14080,Governor,,DEM,GAVIN NEWSOM,224,116,0,108
Orange,14082,Governor,,REP,JOHN H. COX,366,189,0,177
Orange,14082,Governor,,DEM,GAVIN NEWSOM,200,104,2,94
Orange,14084,Governor,,REP,JOHN H. COX,398,205,3,190
Orange,14084,Governor,,DEM,GAVIN NEWSOM,266,146,0,120
Orange,14085,Governor,,REP,JOHN H. COX,241,140,2,99
Orange,14085,Governor,,DEM,GAVIN NEWSOM,173,89,6,78
Orange,14086,Governor,,REP,JOHN H. COX,822,472,7,343
Orange,14086,Governor,,DEM,GAVIN NEWSOM,488,295,8,185
Orange,14091,Governor,,REP,JOHN H. COX,273,127,0,146
Orange,14091,Governor,,DEM,GAVIN NEWSOM,186,98,3,85
Orange,14092,Governor,,REP,JOHN H. COX,394,255,5,134
Orange,14092,Governor,,DEM,GAVIN NEWSOM,222,148,5,69
Orange,14224,Governor,,REP,JOHN H. COX,0,0,0,0
Orange,14224,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,14228,Governor,,REP,JOHN H. COX,188,138,1,49
Orange,14228,Governor,,DEM,GAVIN NEWSOM,194,111,7,76
Orange,14229,Governor,,REP,JOHN H. COX,220,140,0,80
Orange,14229,Governor,,DEM,GAVIN NEWSOM,324,202,2,120
Orange,14234,Governor,,REP,JOHN H. COX,313,200,0,113
Orange,14234,Governor,,DEM,GAVIN NEWSOM,462,295,1,166
Orange,14236,Governor,,REP,JOHN H. COX,641,443,5,193
Orange,14236,Governor,,DEM,GAVIN NEWSOM,975,674,17,284
Orange,14239,Governor,,REP,JOHN H. COX,165,103,0,62
Orange,14239,Governor,,DEM,GAVIN NEWSOM,261,149,2,110
Orange,14247,Governor,,REP,JOHN H. COX,156,98,1,57
Orange,14247,Governor,,DEM,GAVIN NEWSOM,181,96,1,84
Orange,14249,Governor,,REP,JOHN H. COX,148,106,1,41
Orange,14249,Governor,,DEM,GAVIN NEWSOM,196,123,1,72
Orange,14250,Governor,,REP,JOHN H. COX,181,144,0,37
Orange,14250,Governor,,DEM,GAVIN NEWSOM,247,181,10,56
Orange,14251,Governor,,REP,JOHN H. COX,299,213,3,83
Orange,14251,Governor,,DEM,GAVIN NEWSOM,365,224,3,138
Orange,14252,Governor,,REP,JOHN H. COX,133,94,0,39
Orange,14252,Governor,,DEM,GAVIN NEWSOM,171,121,3,47
Orange,14257,Governor,,REP,JOHN H. COX,311,209,2,100
Orange,14257,Governor,,DEM,GAVIN NEWSOM,322,224,1,97
Orange,14274,Governor,,REP,JOHN H. COX,442,244,2,196
Orange,14274,Governor,,DEM,GAVIN NEWSOM,288,172,6,110
Orange,14275,Governor,,REP,JOHN H. COX,282,198,1,83
Orange,14275,Governor,,DEM,GAVIN NEWSOM,270,176,3,91
Orange,14277,Governor,,REP,JOHN H. COX,205,118,2,85
Orange,14277,Governor,,DEM,GAVIN NEWSOM,149,110,1,38
Orange,14278,Governor,,REP,JOHN H. COX,220,133,0,87
Orange,14278,Governor,,DEM,GAVIN NEWSOM,164,96,4,64
Orange,14282,Governor,,REP,JOHN H. COX,81,79,0,2
Orange,14282,Governor,,DEM,GAVIN NEWSOM,68,64,2,2
Orange,14285,Governor,,REP,JOHN H. COX,10,10,0,0
Orange,14285,Governor,,DEM,GAVIN NEWSOM,21,21,0,0
Orange,14291,Governor,,REP,JOHN H. COX,30,30,0,0
Orange,14291,Governor,,DEM,GAVIN NEWSOM,37,34,1,2
Orange,14293,Governor,,REP,JOHN H. COX,60,50,0,10
Orange,14293,Governor,,DEM,GAVIN NEWSOM,176,101,0,75
Orange,14298,Governor,,REP,JOHN H. COX,158,105,1,52
Orange,14298,Governor,,DEM,GAVIN NEWSOM,189,112,3,74
Orange,14308,Governor,,REP,JOHN H. COX,555,380,9,166
Orange,14308,Governor,,DEM,GAVIN NEWSOM,553,353,8,192
Orange,14317,Governor,,REP,JOHN H. COX,315,241,0,74
Orange,14317,Governor,,DEM,GAVIN NEWSOM,335,221,6,108
Orange,14701,Governor,,REP,JOHN H. COX,493,330,0,163
Orange,14701,Governor,,DEM,GAVIN NEWSOM,589,379,10,200
Orange,14702,Governor,,REP,JOHN H. COX,343,242,1,100
Orange,14702,Governor,,DEM,GAVIN NEWSOM,538,340,4,194
Orange,14703,Governor,,REP,JOHN H. COX,529,363,3,163
Orange,14703,Governor,,DEM,GAVIN NEWSOM,672,415,7,250
Orange,14704,Governor,,REP,JOHN H. COX,188,131,1,56
Orange,14704,Governor,,DEM,GAVIN NEWSOM,356,216,4,136
Orange,14705,Governor,,REP,JOHN H. COX,487,355,1,131
Orange,14705,Governor,,DEM,GAVIN NEWSOM,949,629,6,314
Orange,14706,Governor,,REP,JOHN H. COX,308,233,1,74
Orange,14706,Governor,,DEM,GAVIN NEWSOM,515,294,3,218
Orange,14707,Governor,,REP,JOHN H. COX,514,359,2,153
Orange,14707,Governor,,DEM,GAVIN NEWSOM,724,428,12,284
Orange,14708,Governor,,REP,JOHN H. COX,479,314,4,161
Orange,14708,Governor,,DEM,GAVIN NEWSOM,547,336,7,204
Orange,14709,Governor,,REP,JOHN H. COX,411,317,2,92
Orange,14709,Governor,,DEM,GAVIN NEWSOM,454,335,1,118
Orange,14710,Governor,,REP,JOHN H. COX,519,340,4,175
Orange,14710,Governor,,DEM,GAVIN NEWSOM,568,354,5,209
Orange,16101,Governor,,REP,JOHN H. COX,191,134,2,55
Orange,16101,Governor,,DEM,GAVIN NEWSOM,249,144,2,103
Orange,16106,Governor,,REP,JOHN H. COX,45,43,1,1
Orange,16106,Governor,,DEM,GAVIN NEWSOM,52,48,2,2
Orange,16109,Governor,,REP,JOHN H. COX,12,12,0,0
Orange,16109,Governor,,DEM,GAVIN NEWSOM,30,29,0,1
Orange,17251,Governor,,REP,JOHN H. COX,527,325,3,199
Orange,17251,Governor,,DEM,GAVIN NEWSOM,547,293,5,249
Orange,17255,Governor,,REP,JOHN H. COX,464,280,3,181
Orange,17255,Governor,,DEM,GAVIN NEWSOM,903,508,8,387
Orange,17258,Governor,,REP,JOHN H. COX,316,169,1,146
Orange,17258,Governor,,DEM,GAVIN NEWSOM,563,261,9,293
Orange,17260,Governor,,REP,JOHN H. COX,597,309,2,286
Orange,17260,Governor,,DEM,GAVIN NEWSOM,635,326,7,302
Orange,17261,Governor,,REP,JOHN H. COX,238,151,0,87
Orange,17261,Governor,,DEM,GAVIN NEWSOM,303,174,4,125
Orange,17263,Governor,,REP,JOHN H. COX,19,19,0,0
Orange,17263,Governor,,DEM,GAVIN NEWSOM,36,32,1,3
Orange,17269,Governor,,REP,JOHN H. COX,559,354,5,200
Orange,17269,Governor,,DEM,GAVIN NEWSOM,458,270,8,180
Orange,17271,Governor,,REP,JOHN H. COX,322,225,2,95
Orange,17271,Governor,,DEM,GAVIN NEWSOM,268,174,2,92
Orange,17274,Governor,,REP,JOHN H. COX,494,296,14,184
Orange,17274,Governor,,DEM,GAVIN NEWSOM,814,454,10,350
Orange,17278,Governor,,REP,JOHN H. COX,597,318,9,270
Orange,17278,Governor,,DEM,GAVIN NEWSOM,490,257,9,224
Orange,17279,Governor,,REP,JOHN H. COX,781,490,4,287
Orange,17279,Governor,,DEM,GAVIN NEWSOM,860,529,7,324
Orange,17281,Governor,,REP,JOHN H. COX,698,388,6,304
Orange,17281,Governor,,DEM,GAVIN NEWSOM,522,289,10,223
Orange,17286,Governor,,REP,JOHN H. COX,64,47,1,16
Orange,17286,Governor,,DEM,GAVIN NEWSOM,165,129,1,35
Orange,17290,Governor,,REP,JOHN H. COX,770,427,6,337
Orange,17290,Governor,,DEM,GAVIN NEWSOM,774,439,8,327
Orange,17294,Governor,,REP,JOHN H. COX,407,200,3,204
Orange,17294,Governor,,DEM,GAVIN NEWSOM,315,168,3,144
Orange,17334,Governor,,REP,JOHN H. COX,363,162,2,199
Orange,17334,Governor,,DEM,GAVIN NEWSOM,246,110,6,130
Orange,17335,Governor,,REP,JOHN H. COX,283,138,0,145
Orange,17335,Governor,,DEM,GAVIN NEWSOM,221,97,3,121
Orange,17345,Governor,,REP,JOHN H. COX,235,131,0,104
Orange,17345,Governor,,DEM,GAVIN NEWSOM,359,217,4,138
Orange,17348,Governor,,REP,JOHN H. COX,321,212,1,108
Orange,17348,Governor,,DEM,GAVIN NEWSOM,321,176,4,141
Orange,17355,Governor,,REP,JOHN H. COX,544,335,5,204
Orange,17355,Governor,,DEM,GAVIN NEWSOM,835,490,5,340
Orange,21369,Governor,,REP,JOHN H. COX,316,228,1,87
Orange,21369,Governor,,DEM,GAVIN NEWSOM,502,333,0,169
Orange,21375,Governor,,REP,JOHN H. COX,18,15,1,2
Orange,21375,Governor,,DEM,GAVIN NEWSOM,11,11,0,0
Orange,21376,Governor,,REP,JOHN H. COX,193,130,6,57
Orange,21376,Governor,,DEM,GAVIN NEWSOM,237,153,2,82
Orange,21377,Governor,,REP,JOHN H. COX,51,50,1,0
Orange,21377,Governor,,DEM,GAVIN NEWSOM,67,62,1,4
Orange,21380,Governor,,REP,JOHN H. COX,297,205,0,92
Orange,21380,Governor,,DEM,GAVIN NEWSOM,460,292,6,162
Orange,21383,Governor,,REP,JOHN H. COX,0,0,0,0
Orange,21383,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,21402,Governor,,REP,JOHN H. COX,0,0,0,0
Orange,21402,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,22166,Governor,,REP,JOHN H. COX,79,77,2,0
Orange,22166,Governor,,DEM,GAVIN NEWSOM,82,80,0,2
Orange,23150,Governor,,REP,JOHN H. COX,145,110,0,35
Orange,23150,Governor,,DEM,GAVIN NEWSOM,88,57,0,31
Orange,23152,Governor,,REP,JOHN H. COX,50,44,0,6
Orange,23152,Governor,,DEM,GAVIN NEWSOM,50,43,1,6
Orange,23153,Governor,,REP,JOHN H. COX,20,18,0,2
Orange,23153,Governor,,DEM,GAVIN NEWSOM,50,46,1,3
Orange,23154,Governor,,REP,JOHN H. COX,337,212,3,122
Orange,23154,Governor,,DEM,GAVIN NEWSOM,289,175,1,113
Orange,23155,Governor,,REP,JOHN H. COX,5,4,0,1
Orange,23155,Governor,,DEM,GAVIN NEWSOM,25,22,0,3
Orange,23156,Governor,,REP,JOHN H. COX,48,45,0,3
Orange,23156,Governor,,DEM,GAVIN NEWSOM,59,57,0,2
Orange,23162,Governor,,REP,JOHN H. COX,135,91,0,44
Orange,23162,Governor,,DEM,GAVIN NEWSOM,78,44,0,34
Orange,23163,Governor,,REP,JOHN H. COX,2,0,0,2
Orange,23163,Governor,,DEM,GAVIN NEWSOM,0,0,0,0
Orange,23164,Governor,,REP,JOHN H. COX,366,222,3,141
